t101238,2
t101238,3
t101253,4
t101264,2
t101264,3
t101273,3
t101273,2
t101293,5
t101314,1
t101339,1
t101347,4
t10135,5
t101350,5
t101366,1
t101371,3
t101371,2
t101372,5
t101375,2
t101375,3
t101393,5
t101400,1
t101401,2
t101401,3
t101432,1
t101433,1
t101450,2
t101450,3
t101457,5
t101459,4
t101469,3
t101469,2
t10147,1
t101473,3
t101473,2
t10150,2
t10150,3
t101501,1
t101502,5
t101503,4
t101546,5
t101558,5
t101567,3
t101567,2
t101568,4
t101578,5
t101581,5
t101586,5
t101595,3
t101595,2
t101602,4
t101608,5
t101609,4
t10163,5
t101634,5
t101649,4
t101667,3
t101667,2
t101677,3
t101677,2
t101681,5
t101706,5
t101711,5
t101727,3
t101727,2
t101742,2
t101742,3
t101749,4
t101753,2
t101753,3
t101767,4
t101769,4
t101771,2
t101771,3
t101790,5
t101811,3
t101811,2
t101821,3
t101821,2
t101822,2
t101822,3
t101826,5
t101832,2
t101832,3
t101836,5
t10189,4
t101897,5
t1019,5
t101902,4
t101903,2
t101903,3
t101926,3
t101926,2
t10193,3
t10193,2
t101933,3
t101933,2
t101941,2
t101941,3
t10195,5
t101955,3
t101955,2
t101989,4
t10200,5
t102002,3
t102002,2
t102040,2
t102040,3
t102048,5
t10205,5
t102050,2
t102050,3
t102052,4
t102064,5
t102068,5
t102071,3
t102071,2
t102072,5
t102105,5
t102108,3
t102108,2
t102113,5
t102119,1
t102121,2
t102121,3
t102176,4
t102179,1
t102184,5
t102196,4
t102198,5
t1022,1
t102202,1
t102207,5
t102232,1
t102239,2
t102239,3
t102241,5
t102248,5
t102255,1
t10226,1
t102265,1
t102267,5
t102274,5
t102276,4
t102299,1
t102317,4
t102330,5
t102336,2
t102336,3
t10236,3
t10236,2
t102361,2
t102361,3
t102366,4
t102383,1
t102392,3
t102392,2
t1024,4
t102436,5
t102442,4
t102449,5
t102455,3
t102455,2
t102487,4
t102507,3
t102507,2
t10251,3
t10251,2
t102511,4
t102512,2
t102512,3
t102531,5
t102533,5
t102535,1
t102536,3
t102536,2
t102550,5
t102558,1
t102560,4
t102574,4
t102585,4
t102594,2
t102594,3
t102599,3
t102599,2
t102600,3
t102600,2
t102602,2
t102602,3
t102603,4
t102610,5
t102614,2
t102614,3
t102621,3
t102621,2
t102640,5
t102643,2
t102643,3
t102646,4
t102659,1
t102664,5
t102670,3
t102670,2
t102672,1
t102681,3
t102681,2
t102685,2
t102685,3
t102694,3
t102694,2
t10270,5
t102704,2
t102704,3
t102708,4
t102711,3
t102711,2
t102712,4
t102717,3
t102717,2
t102720,5
t102729,5
t102735,4
t102738,4
t102751,4
t102756,2
t102756,3
t102774,5
t102784,4
t102818,1
t102830,5
t102842,5
t102853,2
t102853,3
t102903,3
t102903,2
t102906,4
t102907,2
t102907,3
t102932,5
t102941,4
t102949,5
t102951,3
t102951,2
t102955,3
t102955,2
t102973,5
t102975,1
t102981,3
t102981,2
t1030,3
t1030,2
t103035,1
t103043,2
t103043,3
t103049,4
t103053,4
t103060,5
t103061,5
t10310,5
t103106,5
t103117,2
t103117,3
t103127,2
t103127,3
t103128,5
t103130,4
t103142,3
t103142,2
t103147,1
t103167,2
t103167,3
t10318,3
t10318,2
t103195,5
t103211,2
t103211,3
t103212,3
t103212,2
t103222,4
t103236,4
t103243,3
t103243,2
t103244,4
t103263,1
t103278,2
t103278,3
t103280,4
t103291,1
t103297,4
t1033,4
t103306,2
t103306,3
t103308,1
t103312,4
t103314,1
t103325,4
t103326,3
t103326,2
t103338,5
t103346,5
t103355,4
t10337,5
t103371,5
t103389,4
t103391,2
t103391,3
t103394,3
t103394,2
t103406,5
t103411,2
t103411,3
t103420,1
t103439,3
t103439,2
t103459,1
t103468,2
t103468,3
t103471,3
t103471,2
t103489,5
t103493,2
t103493,3
t103498,4
t103500,4
t103507,2
t103507,3
t103510,4
t103520,4
t103527,5
t103530,5
t103540,2
t103540,3
t103548,5
t103560,4
t103572,3
t103572,2
t10358,4
t103582,5
t103595,5
t103597,4
t103600,1
t103624,2
t103624,3
t103636,4
t103637,3
t103637,2
t103638,1
t103639,5
t103641,2
t103641,3
t103643,1
t103652,2
t103652,3
t103653,3
t103653,2
t103670,5
t103675,1
t103682,5
t103695,2
t103695,3
t103708,5
t103717,5
t103726,5
t103728,4
t103743,2
t103743,3
t103752,4
t103757,3
t103757,2
t103769,1
t103770,5
t103783,5
t103799,4
t103808,4
t10381,3
t10381,2
t103810,5
t103820,3
t103820,2
t103823,4
t103825,4
t103827,5
t103839,2
t103839,3
t103842,4
t103845,1
t103846,5
t103852,3
t103852,2
t103863,2
t103863,3
t103868,1
t10387,2
t10387,3
t103886,4
t1039,4
t103900,2
t103900,3
t103905,4
t103914,2
t103914,3
t103920,2
t103920,3
t103928,4
t103932,5
t103935,1
t103942,5
t10396,4
t103960,5
t103985,4
t103997,4
t10400,1
t104029,1
t104039,1
t104065,4
t104077,1
t104087,3
t104087,2
t104093,3
t104093,2
t10410,3
t10410,2
t104102,4
t104112,3
t104112,2
t104134,2
t104134,3
t104150,5
t104171,2
t104171,3
t104174,5
t104185,5
t104193,1
t104195,1
t10421,5
t104213,5
t104218,4
t104238,4
t104241,3
t104241,2
t104271,5
t104276,5
t104279,4
t104283,3
t104283,2
t104286,4
t104294,5
t104316,4
t104319,5
t104322,5
t104324,4
t10433,4
t104337,1
t104354,4
t104380,1
t104382,4
t104388,5
t104397,1
t104398,5
t104409,4
t104451,5
t104463,1
t104469,5
t104482,3
t104482,2
t104495,1
t104512,4
t104515,3
t104515,2
t104518,1
t104532,2
t104532,3
t104540,2
t104540,3
t104542,1
t104544,5
t104545,3
t104545,2
t104550,5
t104560,5
t104570,3
t104570,2
t104592,2
t104592,3
t104596,4
t1046,5
t104609,4
t104610,3
t104610,2
t104618,5
t104624,1
t10463,3
t10463,2
t104630,3
t104630,2
t104633,2
t104633,3
t104638,3
t104638,2
t104674,5
t104677,3
t104677,2
t104679,5
t104692,4
t104698,3
t104698,2
t104699,4
t104701,3
t104701,2
t104712,5
t104729,5
t104735,2
t104735,3
t104745,3
t104745,2
t104757,4
t104762,1
t104771,1
t104777,1
t104788,5
t104806,4
t104814,5
t104835,5
t104861,2
t104861,3
t104869,5
t104870,1
t10489,1
t104903,3
t104903,2
t104904,4
t104917,4
t104921,3
t104921,2
t104925,1
t104931,2
t104931,3
t104932,4
t104961,2
t104961,3
t104969,1
t104972,3
t104972,2
t104981,5
t10501,5
t105010,3
t105010,2
t105014,2
t105014,3
t105017,5
t105027,4
t105040,5
t105044,5
t10506,2
t10506,3
t105060,5
t10507,2
t10507,3
t105072,5
t105079,4
t105099,2
t105099,3
t105106,5
t105108,2
t105108,3
t105121,1
t105127,3
t105127,2
t105130,3
t105130,2
t105132,2
t105132,3
t105136,1
t105149,5
t105164,4
t105174,4
t105175,3
t105175,2
t105186,1
t105191,5
t105217,2
t105217,3
t105230,5
t105231,3
t105231,2
t105256,4
t105274,1
t105286,5
t10529,5
t105290,2
t105290,3
t105293,3
t105293,2
t105301,1
t105303,1
t105322,4
t105328,2
t105328,3
t105329,3
t105329,2
t10533,5
t105346,5
t105356,3
t105356,2
t105358,1
t10536,5
t10537,2
t10537,3
t105377,5
t105381,5
t105386,1
t105389,4
t105401,4
t105403,3
t105403,2
t105408,2
t105408,3
t105422,4
t105424,2
t105424,3
t105439,2
t105439,3
t105441,1
t105445,3
t105445,2
t10545,5
t105450,4
t105452,1
t105472,4
t105483,3
t105483,2
t105494,4
t105495,1
t105509,2
t105509,3
t105518,3
t105518,2
t105524,3
t105524,2
t105533,4
t105550,2
t105550,3
t105553,4
t105554,5
t105557,3
t105557,2
t105563,4
t10557,4
t105576,1
t105603,5
t105637,5
t105646,5
t105658,5
t105660,4
t105662,3
t105662,2
t10567,4
t105692,2
t105692,3
t105696,4
t105700,4
t105728,3
t105728,2
t105733,5
t105744,4
t105745,4
t105750,5
t105754,4
t105759,5
t105762,1
t105791,3
t105791,2
t105804,2
t105804,3
t105816,2
t105816,3
t105823,5
t105824,4
t105841,1
t10588,2
t10588,3
t105897,5
t105915,4
t105917,1
t105920,5
t105926,3
t105926,2
t105934,1
t105942,4
t105952,5
t10596,2
t10596,3
t105966,4
t105967,5
t106004,4
t106012,4
t10604,4
t106054,3
t106054,2
t106078,4
t106080,2
t106080,3
t106087,2
t106087,3
t106094,5
t106120,2
t106120,3
t106121,1
t106123,2
t106123,3
t106165,3
t106165,2
t106167,3
t106167,2
t106175,5
t106178,3
t106178,2
t106182,1
t106201,4
t106204,4
t106228,1
t106230,4
t106258,3
t106258,2
t106273,4
t106274,4
t106288,4
t106302,2
t106302,3
t106316,4
t106341,4
t106353,3
t106353,2
t106361,1
t106364,2
t106364,3
t106367,2
t106367,3
t106383,5
t106393,3
t106393,2
t106407,4
t106417,5
t106427,3
t106427,2
t106432,4
t106435,5
t106442,4
t106462,5
t106465,4
t106467,5
t106493,4
t106497,3
t106497,2
t106501,4
t106507,4
t106515,4
t106526,1
t10653,4
t106532,3
t106532,2
t106564,4
t106571,5
t106588,1
t106610,5
t106611,1
t106616,3
t106616,2
t10662,1
t106624,1
t106635,5
t106661,5
t106662,4
t106676,3
t106676,2
t106690,1
t106709,4
t106719,4
t106737,3
t106737,2
t106741,4
t106742,3
t106742,2
t106752,5
t106766,5
t10678,2
t10678,3
t106785,2
t106785,3
t106788,4
t106796,2
t106796,3
t10682,3
t10682,2
t106829,2
t106829,3
t106841,3
t106841,2
t106857,5
t106874,3
t106874,2
t106876,1
t106886,1
t106893,4
t106894,1
t106904,4
t10692,2
t10692,3
t106928,4
t106933,1
t106940,2
t106940,3
t10695,5
t106966,3
t106966,2
t106976,4
t106986,2
t106986,3
t106992,2
t106992,3
t106993,2
t106993,3
t107021,2
t107021,3
t107067,4
t107072,4
t107074,3
t107074,2
t107136,3
t107136,2
t10714,1
t107143,2
t107143,3
t107146,5
t107161,4
t107163,2
t107163,3
t107164,5
t107174,5
t107180,5
t107190,4
t107194,2
t107194,3
t107218,5
t107226,3
t107226,2
t107240,3
t107240,2
t107244,5
t107248,1
t107251,1
t107252,4
t107265,5
t107270,5
t107274,2
t107274,3
t107294,1
t107299,2
t107299,3
t10731,4
t107327,4
t107329,3
t107329,2
t10733,2
t10733,3
t107335,2
t107335,3
t107347,2
t107347,3
t107387,5
t10739,3
t10739,2
t107394,3
t107394,2
t107396,4
t107429,4
t107442,3
t107442,2
t107446,3
t107446,2
t107462,5
t107477,4
t107483,2
t107483,3
t107492,4
t10751,5
t107512,5
t107515,5
t107520,5
t107525,4
t10753,2
t10753,3
t107542,3
t107542,2
t107545,4
t107548,5
t10758,5
t107585,1
t107605,3
t107605,2
t107628,4
t10764,4
t107643,5
t107646,4
t107675,5
t107677,1
t107686,4
t107690,5
t107691,3
t107691,2
t107701,4
t107725,2
t107725,3
t107731,2
t107731,3
t107739,3
t107739,2
t107745,3
t107745,2
t107752,1
t107757,4
t107778,5
t107791,3
t107791,2
t107799,3
t107799,2
t107802,5
t107803,3
t107803,2
t107805,4
t107813,1
t107822,3
t107822,2
t107831,3
t107831,2
t107839,2
t107839,3
t107855,3
t107855,2
t107859,3
t107859,2
t107871,5
t107876,2
t107876,3
t107892,1
t107896,2
t107896,3
t107903,1
t107924,3
t107924,2
t107936,3
t107936,2
t107952,4
t107957,4
t107959,2
t107959,3
t107966,2
t107966,3
t10798,4
t107982,5
t107994,5
t108007,4
t108010,5
t108021,5
t108025,5
t108026,2
t108026,3
t108032,1
t108041,2
t108041,3
t108056,4
t108057,1
t108096,5
t108097,2
t108097,3
t10811,5
t108125,2
t108125,3
t108133,2
t108133,3
t108138,3
t108138,2
t108142,2
t108142,3
t108143,5
t108145,3
t108145,2
t108160,4
t108184,5
t108188,4
t108189,3
t108189,2
t108199,5
t108202,1
t108205,5
t108213,3
t108213,2
t108222,5
t108224,4
t108228,3
t108228,2
t108245,3
t108245,2
t108247,4
t108250,3
t108250,2
t108269,2
t108269,3
t108275,3
t108275,2
t108290,5
t108298,1
t108301,1
t108307,2
t108307,3
t10835,3
t10835,2
t108352,3
t108352,2
t108367,1
t108386,2
t108386,3
t108415,2
t108415,3
t108424,3
t108424,2
t108428,3
t108428,2
t108429,1
t10843,3
t10843,2
t108431,5
t108432,5
t108434,3
t108434,2
t108445,5
t108457,2
t108457,3
t108462,1
t108463,3
t108463,2
t108471,1
t108475,3
t108475,2
t108487,5
t108498,2
t108498,3
t108511,2
t108511,3
t108515,2
t108515,3
t108561,5
t108567,4
t108570,2
t108570,3
t108574,4
t108580,2
t108580,3
t108583,3
t108583,2
t108596,3
t108596,2
t108607,5
t108612,4
t108634,4
t108650,3
t108650,2
t108652,4
t108663,4
t108672,3
t108672,2
t108674,4
t108677,2
t108677,3
t108680,5
t108681,1
t1087,5
t10870,5
t108707,1
t108712,3
t108712,2
t108714,3
t108714,2
t108723,5
t108731,5
t108739,2
t108739,3
t108742,5
t108752,4
t108771,5
t108779,4
t108780,5
t108788,2
t108788,3
t10879,1
t108796,5
t108800,2
t108800,3
t10883,1
t108849,1
t108853,5
t108866,5
t108867,2
t108867,3
t108896,1
t108902,5
t108911,5
t108929,5
t108938,1
t108941,3
t108941,2
t108947,2
t108947,3
t108951,4
t108966,4
t108987,4
t10899,3
t10899,2
t109009,2
t109009,3
t109010,1
t109017,2
t109017,3
t109038,3
t109038,2
t109058,5
t109060,5
t109063,3
t109063,2
t109079,5
t109083,2
t109083,3
t109089,5
t109091,5
t109092,3
t109092,2
t109094,5
t109099,2
t109099,3
t109110,3
t109110,2
t109114,4
t109134,2
t109134,3
t109144,5
t109149,4
t109160,4
t10918,5
t109187,3
t109187,2
t109222,3
t109222,2
t109230,2
t109230,3
t109237,4
t109244,1
t109255,1
t109256,3
t109256,2
t109263,1
t109279,1
t109290,5
t109293,4
t109295,2
t109295,3
t10930,5
t109319,4
t109322,5
t109330,4
t109331,5
t109349,4
t109356,1
t109366,4
t10939,4
t109394,5
t109400,5
t109413,5
t109437,4
t109440,5
t109449,4
t109460,5
t109466,5
t109468,1
t109471,1
t109478,3
t109478,2
t109487,3
t109487,2
t109510,2
t109510,3
t109528,4
t109545,5
t109547,4
t10955,4
t109581,1
t109587,4
t1096,5
t109645,1
t109650,3
t109650,2
t109655,5
t109656,4
t109706,3
t109706,2
t109708,2
t109708,3
t109712,3
t109712,2
t109729,5
t10974,3
t10974,2
t109747,1
t109748,2
t109748,3
t109767,3
t109767,2
t10977,5
t109770,1
t109784,1
t109788,1
t109800,3
t109800,2
t109806,5
t109815,4
t10983,4
t109838,5
t109857,4
t109869,4
t109886,4
t10990,5
t109907,5
t109912,1
t109916,4
t109922,4
t109926,4
t109928,1
t109940,5
t109946,2
t109946,3
t109956,3
t109956,2
t109962,1
t109974,2
t109974,3
t109986,5
t109997,1
t110011,5
t110015,5
t11002,4
t11005,1
t110054,1
t11006,5
t110061,3
t110061,2
t110072,5
t11009,2
t11009,3
t110095,1
t110100,5
t110104,3
t110104,2
t110129,2
t110129,3
t110162,2
t110162,3
t110174,1
t110180,1
t110187,5
t110206,4
t110209,5
t110220,4
t110243,1
t110246,1
t110253,1
t110262,5
t110272,5
t110273,4
t110288,4
t11029,3
t11029,2
t110290,3
t110290,2
t110302,5
t110303,2
t110303,3
t110311,4
t110330,1
t110332,5
t110338,5
t110341,1
t110353,3
t110353,2
t110357,2
t110357,3
t110360,4
t110363,2
t110363,3
t110412,1
t110421,2
t110421,3
t110426,2
t110426,3
t110429,5
t110435,2
t110435,3
t11044,4
t110440,2
t110440,3
t110448,3
t110448,2
t110476,4
t110489,1
t110491,4
t110494,4
t110503,5
t110516,4
t110518,1
t110532,4
t110535,3
t110535,2
t11055,3
t11055,2
t110556,5
t110560,4
t110566,1
t110575,5
t110582,3
t110582,2
t110588,3
t110588,2
t110602,4
t110607,5
t11061,5
t110611,4
t110612,3
t110612,2
t110624,2
t110624,3
t110627,5
t110636,1
t110637,4
t110658,5
t110662,2
t110662,3
t110694,5
t110696,4
t110703,4
t11072,2
t11072,3
t110724,2
t110724,3
t110730,2
t110730,3
t110733,4
t110741,1
t110743,5
t11075,5
t110754,5
t110757,3
t110757,2
t110758,5
t11078,4
t110787,2
t110787,3
t110800,3
t110800,2
t110809,2
t110809,3
t110823,4
t110836,5
t110840,4
t110848,3
t110848,2
t110861,4
t110869,4
t110889,1
t110907,4
t110918,4
t110925,5
t110928,2
t110928,3
t110938,4
t110950,3
t110950,2
t110956,5
t110957,1
t110966,5
t110980,2
t110980,3
t110997,5
t111031,4
t11107,2
t11107,3
t111070,4
t111081,4
t111096,4
t111100,4
t111112,3
t111112,2
t111123,3
t111123,2
t111131,5
t111148,5
t111153,5
t111160,3
t111160,2
t111171,5
t111176,4
t111186,5
t111199,3
t111199,2
t111227,1
t111240,3
t111240,2
t111245,2
t111245,3
t111246,3
t111246,2
t11125,5
t111268,2
t111268,3
t11127,5
t111277,2
t111277,3
t111281,4
t111288,3
t111288,2
t111298,5
t111304,1
t111306,4
t111307,4
t111310,2
t111310,3
t111319,5
t11133,1
t111333,3
t111333,2
t111348,3
t111348,2
t111351,4
t111352,4
t111373,5
t111374,1
t11140,3
t11140,2
t111410,3
t111410,2
t11142,1
t111447,1
t111452,2
t111452,3
t111476,5
t111479,2
t111479,3
t111498,1
t111499,1
t111507,3
t111507,2
t111517,3
t111517,2
t111528,4
t111532,1
t111536,5
t111549,2
t111549,3
t11160,2
t11160,3
t111610,4
t111615,5
t111617,4
t11162,1
t111630,3
t111630,2
t111631,5
t111633,5
t111666,1
t111680,5
t111691,4
t111712,4
t111713,2
t111713,3
t111719,5
t111725,5
t111728,2
t111728,3
t11174,3
t11174,2
t111740,1
t111754,2
t111754,3
t111762,1
t111764,3
t111764,2
t111766,3
t111766,2
t111768,5
t111770,4
t111778,4
t111792,1
t111823,2
t111823,3
t111838,5
t111841,5
t111847,5
t111864,1
t111867,4
t111876,2
t111876,3
t111877,4
t111884,1
t111908,2
t111908,3
t111916,5
t111921,2
t111921,3
t111936,2
t111936,3
t111947,4
t111955,4
t111981,4
t111995,5
t112010,5
t112018,1
t112021,5
t112031,3
t112031,2
t112042,2
t112042,3
t112067,5
t112069,4
t112081,1
t112092,4
t112098,2
t112098,3
t112101,3
t112101,2
t112105,1
t112107,5
t112120,4
t11213,5
t112132,2
t112132,3
t112142,5
t112149,2
t112149,3
t112169,5
t112175,3
t112175,2
t112181,3
t112181,2
t112186,2
t112186,3
t112192,1
t112195,5
t112217,1
t112226,1
t112278,2
t112278,3
t112305,5
t112308,2
t112308,3
t112309,2
t112309,3
t11231,1
t112315,4
t112321,3
t112321,2
t112343,5
t112345,3
t112345,2
t112362,5
t112385,5
t112394,5
t112414,2
t112414,3
t112427,4
t112441,4
t112452,3
t112452,2
t112471,1
t112475,3
t112475,2
t112477,1
t112487,1
t11249,4
t112492,4
t112493,1
t11250,2
t11250,3
t112519,3
t112519,2
t112545,5
t112557,2
t112557,3
t112560,2
t112560,3
t112567,2
t112567,3
t112570,5
t112577,4
t112589,4
t112608,1
t112641,5
t112647,5
t11265,1
t112655,4
t112661,1
t112664,2
t112664,3
t112671,1
t112678,3
t112678,2
t112690,1
t11271,5
t11272,1
t112721,3
t112721,2
t112725,3
t112725,2
t112739,2
t112739,3
t11275,4
t112769,3
t112769,2
t112776,4
t112787,1
t112796,4
t112800,5
t112804,5
t112805,1
t11281,1
t112819,3
t112819,2
t112821,1
t112826,2
t112826,3
t112833,5
t112853,3
t112853,2
t112866,5
t112874,2
t112874,3
t112889,1
t112895,5
t112896,2
t112896,3
t112897,5
t11291,4
t112923,5
t112929,2
t112929,3
t11293,3
t11293,2
t112930,5
t112949,3
t112949,2
t112952,4
t112964,2
t112964,3
t11297,5
t112972,1
t112984,5
t112996,4
t113013,5
t113036,3
t113036,2
t113049,1
t113054,3
t113054,2
t11306,3
t11306,2
t113064,2
t113064,3
t113076,5
t113077,2
t113077,3
t113112,1
t113150,3
t113150,2
t113156,5
t113159,2
t113159,3
t113185,1
t113197,3
t113197,2
t1132,1
t113200,2
t113200,3
t113225,5
t113255,1
t113262,5
t113270,3
t113270,2
t113298,4
t1133,4
t113300,1
t113301,2
t113301,3
t113304,1
t113305,5
t113310,4
t113322,3
t113322,2
t113333,2
t113333,3
t113341,1
t113377,1
t113390,4
t113393,4
t113400,2
t113400,3
t113404,1
t113432,5
t113434,2
t113434,3
t113439,4
t113452,4
t113460,1
t113465,3
t113465,2
t113496,3
t113496,2
t113506,3
t113506,2
t113529,5
t11354,2
t11354,3
t113545,4
t113549,4
t113550,3
t113550,2
t113577,3
t113577,2
t113580,2
t113580,3
t113584,5
t113597,3
t113597,2
t113606,5
t113613,5
t11362,4
t113626,5
t113629,5
t113633,5
t113639,3
t113639,2
t113653,4
t113664,4
t113673,5
t113701,1
t113708,1
t113720,4
t113727,1
t113732,2
t113732,3
t113736,1
t113739,5
t113741,3
t113741,2
t113758,4
t113765,5
t11379,4
t113792,3
t113792,2
t113801,3
t113801,2
t113804,4
t113805,1
t113809,1
t113815,5
t113859,3
t113859,2
t11386,3
t11386,2
t113862,5
t113867,4
t113871,5
t113879,3
t113879,2
t113890,1
t1139,5
t11390,1
t113900,1
t113901,5
t113903,4
t113904,1
t113905,3
t113905,2
t113931,5
t113955,2
t113955,3
t113957,5
t11397,3
t11397,2
t113977,4
t11400,3
t11400,2
t114014,1
t114018,5
t114038,1
t114047,3
t114047,2
t114051,4
t114061,3
t114061,2
t114065,3
t114065,2
t114079,2
t114079,3
t114085,5
t114089,2
t114089,3
t114094,4
t114103,2
t114103,3
t114110,2
t114110,3
t114130,3
t114130,2
t114151,5
t114153,3
t114153,2
t114171,5
t114177,2
t114177,3
t114215,5
t114226,4
t11423,1
t114235,4
t114261,1
t114285,5
t11429,5
t114291,5
t11430,2
t11430,3
t114307,5
t114313,2
t114313,3
t114322,3
t114322,2
t114323,3
t114323,2
t114330,4
t114338,2
t114338,3
t114357,1
t114373,2
t114373,3
t114380,2
t114380,3
t114389,4
t1144,5
t114403,5
t114413,3
t114413,2
t114419,1
t11442,4
t114445,4
t11445,5
t114454,1
t114469,1
t114507,5
t114509,3
t114509,2
t114516,3
t114516,2
t114519,4
t114522,2
t114522,3
t114537,1
t114538,2
t114538,3
t114540,5
t114545,2
t114545,3
t11455,4
t114555,1
t114569,4
t114582,1
t114587,5
t114589,1
t114591,2
t114591,3
t114604,3
t114604,2
t114612,2
t114612,3
t114616,3
t114616,2
t114665,1
t114666,4
t114684,4
t114689,5
t114693,2
t114693,3
t114715,5
t114722,2
t114722,3
t114733,3
t114733,2
t114735,2
t114735,3
t114737,5
t114745,5
t114746,5
t114747,4
t114761,5
t114778,4
t114779,2
t114779,3
t11478,3
t11478,2
t114805,5
t114810,3
t114810,2
t114811,3
t114811,2
t114827,2
t114827,3
t114849,2
t114849,3
t114852,1
t114892,3
t114892,2
t114898,5
t114935,5
t11494,4
t114958,4
t115001,3
t115001,2
t115011,2
t115011,3
t115021,5
t115028,5
t115035,1
t115061,3
t115061,2
t115076,4
t115087,1
t115091,4
t115096,3
t115096,2
t115108,1
t115113,5
t115114,2
t115114,3
t115116,5
t115131,5
t115132,5
t115135,1
t115146,3
t115146,2
t115150,2
t115150,3
t11516,1
t115165,2
t115165,3
t11517,5
t115170,2
t115170,3
t115179,4
t115210,1
t115214,5
t115216,4
t115224,5
t115228,2
t115228,3
t115240,1
t115248,3
t115248,2
t115254,5
t115257,4
t115271,4
t115282,4
t115294,3
t115294,2
t115301,2
t115301,3
t115323,2
t115323,3
t115333,4
t115355,2
t115355,3
t115368,5
t11538,4
t115381,4
t115384,4
t115397,4
t115402,4
t115406,1
t115436,1
t115449,2
t115449,3
t115466,1
t115467,1
t115477,2
t115477,3
t115486,5
t115492,5
t1155,2
t1155,3
t115503,4
t115529,5
t115535,2
t115535,3
t115539,5
t115545,1
t115553,4
t115584,5
t115603,4
t115609,3
t115609,2
t115614,4
t115630,3
t115630,2
t115640,1
t115651,4
t115666,1
t115670,2
t115670,3
t115686,4
t1157,2
t1157,3
t115715,5
t11572,3
t11572,2
t115723,1
t115731,2
t115731,3
t115742,2
t115742,3
t115749,3
t115749,2
t115800,5
t115804,3
t115804,2
t115815,5
t115849,3
t115849,2
t11585,3
t11585,2
t115856,4
t11587,2
t11587,3
t115870,4
t115874,1
t115891,2
t115891,3
t115900,2
t115900,3
t115906,1
t115909,1
t115915,5
t115922,3
t115922,2
t11593,1
t115935,5
t115942,4
t115950,5
t115951,3
t115951,2
t115969,4
t11600,1
t116001,2
t116001,3
t116003,3
t116003,2
t116004,3
t116004,2
t116026,4
t116052,5
t11607,5
t116080,5
t116099,3
t116099,2
t11613,1
t116131,3
t116131,2
t116135,4
t116164,1
t116165,5
t116173,1
t116174,5
t116185,2
t116185,3
t116189,4
t116192,3
t116192,2
t116207,5
t116208,5
t116235,1
t116239,5
t116281,2
t116281,3
t116287,5
t116295,3
t116295,2
t116310,4
t116312,4
t116327,5
t116330,5
t116335,4
t116337,4
t116341,2
t116341,3
t116347,5
t116362,2
t116362,3
t116374,3
t116374,2
t116394,5
t116402,5
t116415,1
t116426,2
t116426,3
t116438,5
t116442,5
t116443,3
t116443,2
t116456,5
t116464,1
t116481,3
t116481,2
t116488,2
t116488,3
t116489,5
